@relation Spammer
@attribute 'followers_per_followees' numeric
@attribute 'replies_to_tweets' numeric
@attribute 'tweets_with_url_to_total_tweets' numeric
@attribute 'number_of_replies' numeric
@attribute 'hastag_count_to_word_count_mean' numeric
@attribute 'hastag_count_to_word_count_median' numeric
@attribute 'hastag_count_to_word_count_min' numeric
@attribute 'hastag_count_to_word_count_max' numeric
@attribute 'url_count_to_word_count_mean' numeric
@attribute 'url_count_to_word_count_median' numeric
@attribute 'url_count_to_word_count_min' numeric
@attribute 'url_count_to_word_count_max' numeric
@attribute 'characters_per_tweet_mean' numeric
@attribute 'characters_per_tweet_median' numeric
@attribute 'characters_per_tweet_min' numeric
@attribute 'characters_per_tweet_max' numeric
@attribute 'hashtags_per_tweet_mean' numeric
@attribute 'hashtags_per_tweet_median' numeric
@attribute 'hashtags_per_tweet_min' numeric
@attribute 'hashtags_per_tweet_max' numeric
@attribute 'mentions_per_tweet_mean' numeric
@attribute 'mentions_per_tweet_median' numeric
@attribute 'mentions_per_tweet_min' numeric
@attribute 'mentions_per_tweet_max' numeric
@attribute 'numeric_characters_per_tweet_mean' numeric
@attribute 'numeric_characters_per_tweet_median' numeric
@attribute 'numeric_characters_per_tweet_min' numeric
@attribute 'numeric_characters_per_tweet_max' numeric
@attribute 'url_count_per_tweet_mean' numeric
@attribute 'url_count_per_tweet_median' numeric
@attribute 'url_count_per_tweet_min' numeric
@attribute 'url_count_per_tweet_max' numeric
@attribute 'word_count_per_tweet_mean' numeric
@attribute 'word_count_per_tweet_median' numeric
@attribute 'word_count_per_tweet_min' numeric
@attribute 'word_count_per_tweet_max' numeric
@attribute 'retweet_count_mean' numeric
@attribute 'retweet_count_median' numeric
@attribute 'retweet_count_min' numeric
@attribute 'retweet_count_max' numeric
@attribute 'followee_count' numeric
@attribute 'follower_count' numeric
@attribute 'tweet_count' numeric
@attribute 'mention_count' numeric
@attribute 'reply_count' numeric
@attribute 'total_tweet_count_of_followees' numeric
@attribute 'time_between_posts_mean' numeric
@attribute 'time_between_posts_median' numeric
@attribute 'time_between_posts_min' numeric
@attribute 'time_between_posts_max' numeric
@attribute 'post_count_per_day_mean' numeric
@attribute 'post_count_per_day_median' numeric
@attribute 'post_count_per_day_min' numeric
@attribute 'post_count_per_day_max' numeric
@attribute 'post_count_per_week_mean' numeric
@attribute 'post_count_per_week_median' numeric
@attribute 'post_count_per_week_min' numeric
@attribute 'post_count_per_week_max' numeric
@attribute 'spammer' {'yes' 'no'}

@data
1.7457627119,0.4637436762,0.1888701518,275,0.0073,0,0,0.3333,0.0176,0,0,1,75.3524,108,4,143,0.1062,0,0,6,0.6391,0,0,9,0.4418,2,0,5,0.1906,0,0,2,12.8803,22,1,30,0.054,0,0,2,59,103,606,13,99,203663,15340.2466,2913,4,401501,5.5943,4,0,30,37.0625,26,3,84,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,108,108,108,108,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
0,0,1,0,0,0,0,0,0.0565,0.05263,0.0476,0.0667,143.5,140,140,161,0,0,0,0,0,0,0,0,0.2,0,0,1,1,1,1,1,17.85,19,15,21,0,0,0,0,0,3,20,1,0,0,120037.8421,580800,7560,580800,0.7407,0,0,4,5,4,2,8,yes
0.4193548387,0.5956112853,0.1128526646,1140,0.089,1,0,1,0.0131,0,0,1,66.6055,49,3,153,0.745,10,0,26,0.6839,0,0,6,0.2591,0,0,7,0.1134,0,0,2,11.302,10,1,33,0.0225,0,0,1,186,78,705,18,683,265356,5108.6738,12,1,1431416,16.7895,1,0,327,112.5882,81,0,588,yes
0.6024096386,0.7777777778,0.8888888889,7,0.0101,0.09091,0,0.0909,0.0616,0.09091,0,0.1429,113.4444,96,57,139,0.1111,1,0,1,0.7778,0,0,1,0.3333,0,0,1,0.8889,1,0,1,16.1111,11,7,22,0,0,0,0,83,50,9,6,3,38801,582768.75,211,94,4661007,0.1667,0,0,7,1.125,0,0,7,yes
0.4473684211,0.1734693878,0.0918367347,17,0.0182,0,0,0.5,0.0164,0,0,0.5,84.1224,37,8,140,0.1122,0,0,2,0.1939,0,0,1,0.1939,0,0,2,0.0918,0,0,1,14.8061,10,1,29,0.0102,0,0,1,38,17,90,7,5,37982,144147.4124,86781,70,3413461,0.6049,2,0,8,4.0833,11,0,18,yes
1.5627906977,0.3704948076,0.0568112401,1213,0.0076,0,0,0.6923,0.0061,0,0,1,91.3812,140,3,182,0.0867,0,0,9,0.6863,2,0,11,0.3448,0,0,20,0.0577,0,0,2,16.0385,26,1,32,0.1445,0,0,4,215,336,3066,1659,1452,780536,3540.0416,86,1,854189,24.2519,0,0,176,163.7,305,0,456,yes
1.0245398773,0.3871722846,0.1282771536,827,0.0108,0,0,1,0.0095,0,0,0.5,119.3291,140,15,182,0.1316,0,0,7,0.5267,1,0,6,0.3979,0,0,7,0.1297,0,0,2,20.3937,21,2,32,0.0365,0,0,2,163,167,2143,747,671,183834,8605.7082,54421,1,475638,10.0282,9,0,78,68.9032,79,9,352,yes
1.2567567568,0.2804667243,0.1296456353,649,0.0178,0,0,1,0.0255,0,0,1,63.6041,106,1,174,0.1206,0,0,3,0.3639,0,0,3,0.9818,0,0,8,0.1309,0,0,2,10.0519,15,1,31,0.0432,0,0,2,148,186,2314,911,798,177316,14466.9732,26955,1,13729315,5.9639,0,0,62,41.3214,5,0,180,yes
1.7777777778,0.6439688716,0.0175097276,331,0.0008,0,0,0.2,0.0013,0,0,0.1667,74.4942,22,6,154,0.0078,0,0,1,0.679,1,0,6,0.6459,1,0,5,0.0175,0,0,1,14.2432,4,1,33,0,0,0,0,18,32,514,247,245,16414,28462.4834,71771,14,1398416,3.0414,0,0,27,20.56,7,0,71,yes
0,0,1,0,0.0617,0,0,0.125,0.1194,0.125,0.1,0.2,76.913,71,62,91,0.5217,0,0,1,0,0,0,0,2.8696,3,2,4,1,1,1,1,8.5217,8,5,10,0,0,0,0,0,0,23,0,0,0,135470.5455,64,3,2921067,0.6571,0,0,19,4.6,0,0,22,yes
1.0806451613,0.2832618026,0.2575107296,66,0.0419,0.11111,0,0.5,0.0324,0.11111,0,1,65.7468,81,11,140,0.206,1,0,2,0.3991,0,0,2,0.2918,1,0,3,0.2575,1,0,1,10.4421,9,1,29,0.073,0,0,1,62,67,233,43,33,64016,304335.0517,12847,7,58876513,0.2848,0,0,19,1.9915,0,0,31,yes
33.2,0,0.2402903811,0,0.0394,0,0,0.7273,0.019,0,0,0.4286,113.7789,69,15,671,0.5927,0,0,11,1.8352,1,1,9,0.6083,0,0,8,0.2505,0,0,3,18.8272,12,3,34,1.5477,1,1,6,5,166,2755,35,31,11898,1104.1402,1199,0,43229,76.5278,18,12,303,459.1667,368,12,732,yes
0,0,1,0,0.0744,0.11111,0,0.25,0.1178,0.11111,0.1,0.1429,78.2903,86,68,101,0.6129,1,0,2,0,0,0,0,2.6774,3,2,3,1,1,1,1,8.5484,9,7,10,0,0,0,0,0,0,31,0,0,0,87074.1,64,63,2610366,1,0,0,30,6.2,0,0,30,yes
0.5673758865,0.2111731844,0.1586592179,189,0.0066,0,0,0.6667,0.027,0,0,1,87.9687,81,5,161,0.0603,0,0,2,0.2782,0,0,3,0.5274,1,0,6,0.1609,0,0,2,15.0447,19,1,32,0.0156,0,0,2,141,80,895,20,28,52819,48493.3613,3466,0,1218506,1.7829,1,0,21,12.4306,4,0,60,yes
1.5833333333,0.1481481481,0.1604938272,24,0.0187,0,0,0.6364,0.0195,0,0,0.5,81.9938,150,2,160,0.2346,0,0,7,0.2716,0,0,3,1.2222,4,0,5,0.1605,0,0,1,11.963,19,1,27,0.0556,0,0,1,12,19,163,21,21,21933,24544,342,48,186883,3.5217,0,0,29,23.1429,7,7,58,yes
0.4615384615,0.1388888889,0.6944444444,5,0.0118,0,0,0.25,0.1608,0.2,0,1,72.5278,51,32,138,0.1389,0,0,3,0.2222,1,0,1,0.5833,1,0,1,0.6944,1,0,1,8.5833,5,1,23,0.0556,0,0,1,26,12,36,1,1,23862,478978.4571,14,14,2496232,0.1846,0,0,3,1.2857,2,0,3,yes
0.2727272727,0.280952381,0.1142857143,59,0.0325,0,0,1,0.0121,0,0,0.3333,67.0381,72,3,146,0.281,0,0,9,0.4,1,0,8,0.3048,0,0,2,0.1286,0,0,2,10.2762,10,1,28,0,0,0,0,44,12,210,8,8,39481,66481.9043,2926419,6,2926419,1.3043,0,0,43,9.1304,13,0,87,yes
1.890625,0.4108761329,0.1057401813,272,0.005,0,0,0.4,0.0157,0,0,1,101.6042,133,15,159,0.071,0,0,2,0.4637,1,0,2,0.355,0,0,6,0.1073,0,0,2,17.0997,23,1,30,0.0076,0,0,1,64,121,643,200,196,58162,44765.2405,6775,9,4600275,1.93,0,0,25,13.5102,0,0,90,yes
0.649122807,0.6034482759,0.2298850575,105,0.0496,0,0,0.3333,0.0179,0,0,0.6667,111.2931,140,17,148,0.8851,0,0,6,1.7184,4,0,10,0.5402,0,0,4,0.2356,0,0,2,16.8506,21,2,29,0.3851,2,0,3,114,74,174,74,28,259477,19561.6069,843,49,358133,4.35,12,0,29,29,30,10,80,yes
0.6542056075,0.4318181818,0.2045454545,38,0.0078,0,0,0.25,0.0282,0,0,0.5,75.25,49,15,144,0.1023,0,0,3,0.4545,1,0,1,0.5568,0,0,4,0.2045,0,0,1,12.2614,7,2,27,0.0795,0,0,3,107,70,88,1,17,65168,236772.954,391803,10,10276214,0.3682,0,0,7,2.5143,0,0,15,yes
1.1114790287,0.4610219456,0.1223386833,2815,0.0076,0,0,0.5,0.0095,0,0,0.5,86.746,41,10,176,0.0802,0,0,2,0.9137,1,0,10,0.3027,1,0,6,0.123,0,0,2,14.9338,8,1,35,0.2177,0,0,4,906,1007,5612,4024,2765,2277816,1985.5158,307,7,205547,43.305,6,0,174,290.7619,402,1,711,yes
0.9432176656,0.6266495011,0.2336659157,1947,0.0082,0,0,0.4,0.0175,0,0,1,106.8896,123,8,187,0.1094,0,0,2,0.9105,1,0,7,0.6334,0,0,6,0.2343,0,0,2,16.5047,23,1,30,0.149,0,0,2,317,299,3107,1978,1521,1373644,3505.1368,10115,0,150115,24.4646,35,0,105,163.5263,238,1,341,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,99,99,99,99,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
2.1440677966,0.548069241,0.0719041278,2058,0.0056,0,0,1,0.0087,0.25,0,1,77.0221,43,1,158,0.0543,0,0,9,0.6945,1,0,9,0.2818,1,0,6,0.0724,1,0,2,13.5332,4,1,33,0.0003,0,0,1,118,253,368,1512,1394,166990,2445.5908,13,1,1680926,35.0935,41,0,172,234.6875,395,0,722,yes
0.7047244094,0.4493362832,0.1150442478,2031,0.0056,0,0,0.5,0.0148,0,0,1,64.6956,19,2,190,0.0588,0,0,4,0.5398,0,0,15,0.4485,0,0,7,0.1157,0,0,2,11.2701,5,1,34,0.0272,0,0,2,762,537,6533,1709,1591,2892695,5698.4556,129862,0,261485,15.1171,17,0,91,105.1163,142,12,258,yes
1.16,0.4454148472,0.0131004367,102,0.0096,0,0,0.25,0.0013,0,0,0.125,70.4541,101,8,140,0.0742,0,0,3,0.7205,1,0,4,0.2358,0,0,3,0.0131,0,0,1,12.3799,19,1,30,0.0175,0,0,2,25,29,215,78,82,6460,18352.4781,147632,15,752442,4.6735,0,0,18,32.7143,2,2,66,yes
1.3968253968,0.6440329218,0.0360082305,626,0.0013,0,0,0.2,0.0024,0,0,0.2,110.8241,133,16,312,0.0237,0,0,3,0.7449,0,0,4,0.5412,2,0,6,0.036,0,0,1,19.9043,28,3,32,0.0103,0,0,1,63,88,972,455,440,38956,13003.0824,3823,11,497281,6.6122,6,0,43,46.2857,31,4,111,yes
0.3829787234,0.4426229508,0.1475409836,27,0.0535,0,0,1,0.0107,0,0,0.125,86.5246,77,12,350,0.2623,0,0,2,0.459,0,0,1,0.7213,3,0,11,0.1475,0,0,1,12.6066,16,1,27,0,0,0,0,47,18,61,3,3,17434,93716.7333,164694,12,1468342,0.9242,0,0,18,6.1,12,0,38,yes
1.2211764706,0.3088512241,0.3126177024,492,0.0032,0,0,0.5,0.024,0.14286,0,1,97.1645,57,5,153,0.0408,0,0,3,0.3823,0,0,3,0.3949,1,0,5,0.3151,1,0,3,16.1588,7,1,32,0.0276,0,0,2,425,519,1593,432,368,956138,12446.392,1706,5,449068,6.9261,5,0,31,48.2727,32,16,110,yes
0.4198113208,0.0169491525,0.7016949153,5,0.0055,0,0,0.6667,0.0507,0.04348,0,0.3333,106.7322,134,40,162,0.0407,0,0,2,0.3356,0,0,5,0.8678,2,0,4,0.7119,1,0,2,17.0169,23,3,30,0.0169,0,0,1,212,89,295,29,24,190597,37286.2279,6996,4,330734,2.3228,3,0,7,15.5263,15,3,21,yes
1,0.0987654321,0.012345679,8,0.0031,0,0,0.25,0.0031,0,0,0.25,119.8148,138,54,159,0.0123,0,0,1,0.2222,0,0,1,0.284,0,0,4,0.0123,0,0,1,22.5556,26,4,31,0,0,0,0,24,24,81,12,8,30820,97602.0375,52347,3,684244,0.8901,0,0,4,6.2308,7,2,13,yes
3.5063291139,0.2727272727,0.1650717703,114,0.0162,0,0,0.625,0.0298,0.05556,0,1,50.1603,118,3,144,0.1268,0,0,5,0.4354,1,0,5,0.3086,1,0,5,0.1938,1,0,5,7.7321,18,1,26,0.0574,0,0,2,79,277,418,324,243,69464,39259.3861,19414,24,278645,2.2,1,0,10,14.9286,17,2,32,yes
0,0,1,0,0.0584,0,0,0.25,0.1118,0.11111,0.0909,0.125,78.9333,81,69,91,0.5,0,0,2,0,0,0,0,2.9,2,2,4,1,1,1,1,9.0333,9,8,11,0,0,0,0,0,0,30,0,0,0,64.0345,64,64,65,30,30,30,30,30,30,30,30,yes
0.4832713755,0.1728215768,0.9873443983,833,0.0018,0,0,0.25,0.1031,0.16667,0,0.5,91.5444,148,17,342,0.0147,0,0,3,0.816,2,0,12,2.1797,3,0,12,0.989,1,0,2,10.7255,6,3,27,0,0,0,0,1614,780,6044,88,45,3014018,1693.5827,77,0,3248322,50.7368,0,0,327,344.2857,0,0,807,yes
1.0588235294,0,0.3571428571,0,0,0,0,0,0.0199,0,0,0.0714,90.8571,66,28,148,0,0,0,0,0,0,0,0,0.3571,0,0,1,0.3571,0,0,1,14.9286,10,6,26,0,0,0,0,17,18,14,2,2,13859,204249.3846,128,24,1988346,0.4516,0,0,6,2.8,0,0,9,yes
0.5421686747,0.4314893617,0.1863829787,507,0.0108,0.33333,0,0.3333,0.0328,0,0,1,78.6306,33,6,148,0.0528,1,0,4,0.5174,1,0,8,0.4655,1,0,5,0.1889,0,0,2,12.9149,3,1,30,0.0111,0,0,1,83,45,2316,251,253,66650,25886.4523,86347,21,1027369,3.3381,2,0,17,23.0392,19,0,60,yes
0,0,1,0,0.0848,0.11111,0,0.25,0.1139,0.11111,0.0909,0.1667,80.7742,83,64,91,0.7097,1,0,2,0,0,0,0,2.9677,3,2,5,1,1,1,1,8.9032,9,6,11,0,0,0,0,0,0,31,0,0,0,97654.9333,64,64,2927791,0.9118,0,0,30,6.2,0,0,30,yes
0,0,1,0,0.1306,0.11111,0,0.25,0.1256,0.11111,0.1,0.1667,84.8,77,73,106,1,1,0,2,0,0,0,0,3,4,2,4,1,1,1,1,8.2,9,6,10,0,0,0,0,0,0,5,0,0,0,629930.75,65,63,2519530,0.1667,0,0,4,1,0,0,4,yes
5.5,0,1,0,0.0208,0,0,0.0833,0.08,0.05882,0.0588,0.1111,109.25,107,69,132,0.25,0,0,1,0.25,0,0,1,0.75,0,0,2,1,1,1,1,13.25,17,9,17,0.25,0,0,1,2,11,4,2,1,556,8723245.6667,12501657,262806,13405274,0.0132,0,0,1,0.0909,0,0,1,yes
0.9794520548,0,1,0,0.0004,0,0,0.25,0.0517,0.04,0.037,0.1667,138.8811,137,60,157,0.0052,0,0,3,0,0,0,0,1.5995,2,0,6,1,1,1,1,19.6615,25,6,27,0,0,0,0,1606,1573,774,39,21,1491472,20244.11,14346,0,1396796,4.2527,12,0,12,29.7692,47,0,52,yes
0.8476190476,0.1492385787,0.0934010152,147,0.0061,0,0,0.5,0.0078,0,0,0.2,91.536,123,13,165,0.067,0,0,3,0.4244,3,0,4,0.3695,0,0,4,0.1005,0,0,2,16.4883,20,2,32,0.201,1,0,3,105,89,985,75,59,229958,12384.3262,469,9,396593,6.9366,10,0,27,46.9048,72,1,92,yes
0.6428571429,0.7647058824,0.1568627451,39,0.039,0,0,0.2,0.0174,0,0,0.1667,64.6863,89,10,140,0.2549,0,0,2,1,1,1,1,0.1961,0,0,2,0.1569,0,0,1,9.3137,14,2,26,0,0,0,0,14,9,51,0,2,4531,196199.84,88547,20,1957633,0.4474,2,0,10,3,3,0,13,yes
0.3137583893,0.5570175439,0.0657894737,127,0.0023,0,0,0.25,0.007,0,0,0.25,64.1096,137,7,140,0.0132,0,0,1,0.5921,1,0,2,0.3596,0,0,4,0.0658,0,0,1,10.7807,25,2,29,0.0088,0,0,1,596,187,228,44,48,636893,84850.2115,3927,13,12266888,1.0224,0,0,43,7.125,0,0,95,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,102,102,102,102,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
0.9647887324,0.33375,0.05375,267,0.0082,0,0,0.3333,0.0041,0.04762,0,0.2,101.06,140,13,169,0.09,0,0,3,0.435,1,0,3,0.32,4,0,10,0.0537,1,0,1,16.9025,21,2,31,0.0338,1,0,1,142,137,801,253,247,159098,13041.8073,510,5,263269,6.6116,8,0,27,44.4444,44,8,60,yes
2.5157894737,0.4479031561,0.0211846087,1036,0.0067,0,0,0.5,0.0032,0,0,0.5,48.0117,81,2,147,0.0705,0,0,2,0.754,1,0,12,0.3454,0,0,4,0.0212,0,0,1,8.6425,16,1,30,0.1038,0,0,3,95,239,2313,1079,716,374300,5512.0316,128,6,173333,15.6284,11,0,100,105.1364,80,9,326,yes
0,0.2,0.5,2,0.0691,0.16667,0,0.1667,0.0754,0,0,0.1667,68.1,32,32,134,0.7,1,0,2,0.6,1,0,2,0.8,1,0,2,0.5,0,0,1,9.5,6,6,20,0,0,0,0,32,0,10,0,0,920,15,26,8,28,10,10,10,10,10,10,10,10,yes
0.2667757774,0.8236426646,0.0662302657,2139,0.0053,0,0,1,0.0111,0,0,1,48.1506,38,3,147,0.0374,0,0,10,0.9734,1,0,11,0.3785,1,0,4,0.0662,0,0,1,5.8217,3,1,27,0.0193,0,0,3,1222,326,2597,783,655,3198009,5325.8964,123,5,275712,16.1304,8,0,92,112.913,167,4,205,yes
0.6666666667,0.4644424934,0.0930640913,529,0.0016,0,0,1,0.0139,0,0,1,66.4162,119,5,161,0.0061,0,0,1,0.504,1,0,8,0.7507,1,0,6,0.0931,0,0,1,10.4706,15,1,31,0.0009,0,0,1,156,104,1139,497,473,149787,4954.6353,911,1,292593,17.2576,33,0,72,113.9,167,20,176,yes
0,0,1,0,0.0771,0,0,0.25,0.1172,0.1,0.1,0.2,79.4194,81,56,89,0.6452,0,0,2,0,0,0,0,2.8387,4,2,4,1,1,1,1,8.6774,10,5,10,0,0,0,0,0,0,31,0,0,0,99579.3333,64,64,2985524,0.8857,0,0,30,6.2,0,0,30,yes
0.5365853659,0.3572621035,0.1043405676,428,0.0004,0,0,0.1667,0.0174,0,0,1,63.5743,47,4,165,0.0042,0,0,1,0.4399,0,0,9,0.5234,0,0,7,0.1052,0,0,2,10.3506,9,1,31,0.0008,0,0,1,123,66,1198,104,101,123420,9370.9248,34,5,605862,9.2154,12,0,35,63.0526,70,1,164,yes
1,0.4078740157,0.125984252,259,0.0087,0,0,0.5,0.0207,0.04762,0,1,70.0378,135,5,175,0.052,0,0,3,0.4409,1,0,3,0.2346,1,0,3,0.126,1,0,1,11.9654,21,1,30,0.0016,0,0,1,91,91,635,235,222,100313,28187.7855,239617,3,869595,3.0676,2,0,25,21.1667,20,0,52,yes
1.2380952381,0.6210649048,0.0256509911,1598,0.0041,0,0,0.3333,0.002,0,0,0.3333,87.5258,57,4,236,0.0517,0,0,2,1.0867,0,0,12,0.9168,1,0,6,0.0268,0,0,2,16.562,12,1,37,0.0871,0,0,2,357,442,2573,917,891,1310148,4838.5945,3706,0,415897,17.7448,18,0,161,122.5238,99,28,335,yes
0.4712643678,0.2611764706,0.32,111,0.034,0,0,1,0.0518,0,0,1,78.2682,79,7,170,0.1976,0,0,3,0.6188,0,0,3,1.24,2,0,7,0.32,0,0,1,11.2329,13,1,28,0.24,0,0,3,174,82,421,99,81,304443,102889.9929,2553,3,38531636,0.8416,0,0,76,5.8219,0,0,121,yes
0.4600550964,0.1409749671,0.0777338603,107,0.004,0,0,0.3333,0.0056,0,0,0.1429,68.7628,30,1,154,0.0474,0,0,2,1.5244,0,0,9,1.0184,0,0,6,0.0777,0,0,1,10.4875,7,1,32,0.004,0,0,1,363,167,760,225,96,1077369,8644.1623,485,8,168486,9.9868,6,0,63,69,42,12,163,yes
0.4949494949,0.3122923588,0.0775193798,282,0.0004,0,0,0.25,0.0086,0,0,1,51.6401,69,3,142,0.0033,0,0,1,0.3843,0,0,10,0.2148,0,0,4,0.0775,0,0,1,9.3488,14,1,33,0.0022,0,0,1,198,98,905,165,144,438592,12722.357,6760,14,255347,6.7895,12,0,58,47.5263,65,8,139,yes
0,0,1,0,0.0625,0.125,0,0.1667,0.1204,0.125,0.1111,0.1667,77.8333,71,69,106,0.5,1,0,1,0,0,0,0,2.9167,3,2,4,1,1,1,1,8.4167,8,6,9,0,0,0,0,0,0,12,0,0,0,232165.9091,64,64,2513683,0.4,0,0,11,2.4,0,0,11,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
0.7613741876,0.0371389271,0.8294360385,27,0.0359,0.0625,0,0.1905,0.0486,0.0625,0,0.1111,125.6259,116,37,162,0.6245,1,0,4,0.1376,0,0,3,1.2311,2,0,6,0.8294,1,0,1,17.9147,16,6,27,0.0867,0,0,2,1077,820,736,51,20,1916720,2339.0964,253,33,104306,36.35,16,1,119,242.3333,142,100,485,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,98,98,98,98,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
1.7142857143,0.2182662539,0.0557275542,141,0.0016,0,0,0.125,0.0093,0,0,1,83.2074,117,2,150,0.0201,0,0,1,0.243,0,0,2,0.2183,0,0,3,0.0573,0,0,2,15.096,25,1,32,0,0,0,0,28,48,646,153,169,18801,20332.4496,12436,11,235101,4.25,5,0,21,29.3636,56,11,70,yes
8.1142857143,0.4406215316,0.3790233074,794,0.0014,0,0,0.2,0.0577,0,0,1,69.0444,98,6,171,0.0183,0,0,2,0.6842,0,0,11,0.7919,0,0,7,0.3901,0,0,3,10.4295,18,1,32,0.0178,0,0,2,210,1704,1802,1567,1361,297919,40057.774,693,2,59040538,2.1555,0,0,44,15.0167,0,0,176,yes
0.6785714286,0.378435518,0.3488372093,179,0.0021,0,0,0.1765,0.0329,0,0,0.5,119.4503,149,8,195,0.0359,0,0,3,0.5328,1,0,3,2.4968,6,0,11,0.3488,0,0,1,16.3214,21,1,29,0.1649,1,0,2,308,209,477,107,90,258693,25148.5742,200,31,938021,3.4275,6,0,21,23.65,36,0,51,yes
1.464516129,0.3379120879,0.3269230769,123,0.0072,0,0,0.4286,0.033,0,0,0.5,96.8681,142,9,149,0.1044,0,0,3,0.6099,1,0,5,0.5852,0,0,4,0.3379,0,0,2,14.9313,23,2,30,0.1676,0,0,2,155,227,364,149,131,89818,38990.1129,98194,28,533591,2.2195,5,0,9,15.1667,12,2,31,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,106,106,106,106,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
3.2,0.1556016598,0.5477178423,75,0.0133,0,0,0.3333,0.0465,0.07692,0,1,94.805,108,6,143,0.1411,0,0,2,0.1722,0,0,1,0.7718,0,0,4,0.5477,1,0,1,14.0934,13,1,29,0.0021,0,0,1,15,48,482,23,21,13868,25345.5696,56732,8,400852,3.3944,5,0,33,22.9524,19,7,56,yes
0.6870748299,0.2386831276,0.4732510288,58,0.0102,0,0,0.1667,0.0441,0.09091,0,0.25,84.5638,82,15,143,0.1152,0,0,2,0.4527,0,0,2,0.6049,1,0,4,0.4733,1,0,1,13.3621,11,3,31,0.1152,0,0,2,147,101,243,87,59,322264,37883.9091,2390,21,503084,2.271,3,0,11,15.1875,28,2,28,yes
0.8769230769,0.2227848101,0.1063291139,88,0.0032,0,0,0.25,0.0095,0,0,0.2222,103.881,37,18,175,0.0405,0,0,2,0.8506,0,0,9,2.0633,0,0,14,0.1114,0,0,2,14.8405,6,2,28,0.1975,0,0,2,130,114,395,66,39,136979,3813.4442,71,3,133842,21.9444,16,8,43,131.6667,125,59,211,yes
0.4492753623,0.3841269841,0.4492063492,484,0.0106,0,0,1,0.0553,0,0,1,85.7913,52,9,149,0.0841,0,0,2,0.519,1,0,5,0.8571,0,0,8,0.4548,0,0,3,13.5508,11,1,31,0.0508,0,0,2,207,93,1266,120,78,493011,16257.6807,264,13,738851,5.3165,5,0,36,37.0588,22,2,106,yes
0.7546296296,0.3342714196,0.0775484678,1069,0.0019,0,0,0.5,0.0055,0,0,0.3333,113.2142,99,5,180,0.0303,0,0,2,0.4953,1,0,6,0.6545,0,0,12,0.0788,0,0,2,19.6657,17,1,33,0.0153,0,0,1,432,326,102,638,600,672606,13052.9606,197,17,1703874,6.6211,16,0,29,46.3478,58,0,109,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,100,100,100,100,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
1.322160149,0.4576697402,0.1844090528,1092,0.0111,0,0,0.25,0.0169,0,0,1,79.9954,148,2,160,0.1471,0,0,3,0.7795,0,0,10,0.3772,0,0,9,0.1882,0,0,2,12.6764,25,1,31,0.1471,0,0,3,537,710,2186,1496,1082,1387333,29246.5975,175,1,21088921,2.953,6,0,86,20.569,24,0,160,yes
0,0,0.6666666667,0,0.0718,0,0,0.1875,0.0405,0.0625,0,0.0625,99.3333,93,25,132,1.1667,0,0,3,0.3333,0,0,1,1.1667,0,0,3,0.6667,1,0,1,15.1667,16,5,20,0,0,0,0,3,0,6,0,0,928,777641.8,1947666,1617,1947666,0.1304,1,0,2,0.8571,1,0,3,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,yes
